English,Thai
inspector,ผู้ตรวจการ
surveillance,การเฝ้าระวัง
trauma,การบาดเจ็บ
rebuild,สร้างใหม่
romance,ความรัก
gross,ทั้งหมด
deadline,วันกำหนดส่ง
age,อายุ
classical,คลาสสิค
convey,ถ่ายทอด
compensation,ค่าตอบแทน
insect,แมลง
debate,อภิปราย
output,เอาท์พุท
parliament,รัฐสภา
suite,ห้องสวีท
opposed,ที่ชอบ
fold,พับ
separation,การแบ่งแยก
demon,ปีศาจ
eating,การกิน
structural,เกี่ยวกับโครงสร้าง
besides,นอกจาก
equality,ความเสมอภาค
logical,มีเหตุผล
probability,ความน่าจะเป็น
await,รอคอย
generous,ใจกว้าง
acquisition,การเข้าซื้อกิจการ
custody,การดูแล
compromise,ประนีประนอม
greet,ทักทาย
trash,ขยะ
judicial,เกี่ยวกับการพิจารณาคดี
earthquake,แผ่นดินไหว
insane,บ้า
realistic,เหมือนจริง
wake,ตื่น
assemble,รวมตัวกัน
necessity,ความจำเป็น
horn,แตร
parameter,พารามิเตอร์
grip,ด้ามจับ
modify,แก้ไข
signal,สัญญาณ
sponsor,ผู้สนับสนุน
mathematics,คณิตศาสตร์
hallway,ห้องโถง
african-american,แอฟริกันอเมริกัน
any,ใดๆ
liability,ความรับผิดชอบ
crawl,คลาน
theoretical,เกี่ยวกับทฤษฎี
condemn,กล่าวโทษ
fluid,ของเหลว
homeland,บ้านเกิด
technological,เกี่ยวกับเทคโนโลยี
exam,การสอบ
anchor,จุดยึด
spell,สะกด
considering,การพิจารณา
conscious,มีสติ
vitamin,วิตามิน
known,เป็นที่รู้จัก
hostage,ตัวประกัน
reserve,จอง
actively,อย่างกระตือรือร้น
mill,โรงสี
teenage,วัยรุ่น
respect,เคารพ
retrieve,สืบค้น
processing,กำลังประมวลผล
sentiment,ความเชื่อมั่น
offering,การเสนอขาย
oral,ปากเปล่า
convinced,มั่นใจ
photography,การถ่ายภาพ
coin,เหรียญ
laptop,แล็ปท็อป
bounce,การตีกลับ
goodness,ความดี
affiliation,การเข้าร่วม
punch,ต่อย
burst,ระเบิด
bee,ผึ้ง
blessing,การให้พร
command,สั่งการ
continuous,ต่อเนื่อง
above,ข้างบน
landing,การลงจอด
repair,ซ่อมแซม
worry,กังวล
ritual,พิธีกรรม
bath,อาบน้ำ
sneak,แอบ
historically,อย่างประวัติศาสตร์
mud,โคลน
scan,สแกน
reminder,เตือนความจำ
hers,ของเธอ
slavery,การเป็นทาส
supervisor,หัวหน้างาน
quantity,ปริมาณ
olympics,การแข่งขันกีฬาโอลิมปิก
pleasant,เพลิดเพลิน
slope,ความลาดชัน
skirt,กระโปรง
outlet,ทางออก
curtain,ม่าน
declaration,การประกาศ
seal,ผนึก
immune,มีภูมิคุ้มกัน
switch,สวิตช์
calendar,ปฏิทิน
paragraph,ย่อหน้า
identical,เหมือนกัน
credit,เครดิต
regret,เสียใจ
quest,การสืบเสาะ
flat,แบน
entrepreneur,ผู้ประกอบการ
specify,ระบุ
stumble,สะดุด
clay,ดินเหนียว
noon,กลางวัน
last,ล่าสุด
strip,เปลื้องผ้า
elbow,ข้อศอก
outstanding,โดดเด่น
uh-huh,เอ่อ
unity,ความสามัคคี
rent,เช่า
manipulate,จัดการ
airplane,เครื่องบิน
portfolio,ผลงาน
mysterious,ลึกลับ
delicious,อร่อย
northwest,ตะวันตกเฉียงเหนือ
sweat,เหงื่อ
profound,ลึกซึ้ง
sacrifice,เสียสละ
treasure,สมบัติ
flour,แป้ง
lightly,เบา ๆ
rally,การชุมนุม
default,ค่าเริ่มต้น
alongside,ข้างๆ
plain,ธรรมดา
hug,กอด
isolate,แยกออกจากกัน
exploration,การสำรวจ
secure,ปลอดภัย
limb,แขนขา
enroll,ลงทะเบียน
outer,ด้านนอก
charter,กฎบัตร
southwest,ตะวันตกเฉียงใต้
escape,หนี
arena,อารีน่า
witch,แม่มด
upcoming,ที่กำลังจะมาถึง
forty,สี่สิบ
someday,สักวันหนึ่ง
unite,รวมกัน
courtesy,มารยาท
statue,รูปปั้น
fist,กำปั้น
castle,ปราสาท
precise,แม่นยำ
squad,ทีม
cruise,ล่องเรือ
joke,เรื่องตลก
legally,อย่างถูกกฎหมาย
embassy,สถานทูต
patience,ความอดทน
medium,ปานกลาง
thereby,ด้วยเหตุนี้
bush,พุ่มไม้
purple,สีม่วง
peer,เพียร์
electrical,เกี่ยวกับไฟฟ้า
outfit,ชุดเสื้อผ้า
cage,กรง
retired,เกษียณแล้ว
shark,ฉลาม
lobby,ล็อบบี้
sidewalk,ทางเท้า
near,ใกล้
runner,นักวิ่ง
ankle,ข้อเท้า
attraction,สถานที่ท่องเที่ยว
fool,คนโง่
artificial,เทียม
mercy,ความเมตตา
indigenous,เป็นชนพื้นเมือง
slap,ตบ
tune,ปรับแต่ง
dancer,นักเต้น
candle,เทียน
sexually,ทางเพศ
needle,เข็ม
hidden,ที่ซ่อนอยู่
chronicle,พงศาวดาร
suburb,ชานเมือง
toxic,พิษ
underlying,ซึ่งอยู่
sensor,เซ็นเซอร์
deploy,ปรับใช้
debut,การเปิดตัว
star,ดาว
magnitude,ขนาด
suspicion,ความสงสัย
pro,มือโปร
colonial,เกี่ยวกับอาณานิคม
icon,ไอคอน
grandma,ยาย
info,ข้อมูล
jurisdiction,อำนาจศาล
iranian,เกี่ยวกับอิหร่าน
senior,อาวุโส
parade,ขบวนแห่
seal,ผนึก
archive,คลังเก็บเอกสารสำคัญ
gifted,มีพรสวรรค์
rage,ความโกรธ
outdoor,กลางแจ้ง
ending,การจบ
loop,วง
altogether,ทั้งหมด
chase,ไล่ล่า
burning,การเผา
reception,แผนกต้อนรับ
local,ท้องถิ่น
crush,บดขยี้
premise,หลักฐาน
deem,เห็นว่า
automatic,อัตโนมัติ
whale,วาฬ
mechanical,เกี่ยวกับกลไก
credibility,ความน่าเชื่อถือ
drain,ท่อระบายน้ำ
drift,ล่องลอย
loyalty,ความภักดี
promising,มีความสุข
tide,กระแสน้ำ
traveler,ผู้เดินทาง
grief,ความเศร้าโศก
metaphor,อุปมาอุปมัย
skull,กะโหลกศีรษะ
pursuit,การแสวงหา
therapist,นักบำบัดโรค
backup,การสำรอง
workplace,สถานที่ทำงาน
instinct,สัญชาตญาณ
export,ส่งออก
bleed,มีเลือดออก
shock,ทำให้ตกใจ
seventh,เจ็ด
fixed,ที่ตายตัว
broadcast,ออกอากาศ
disclose,เปิดเผย
execution,การประหารชีวิต
pal,เพื่อน
chuckle,ซิกซี้
pump,ปั๊ม
density,ความหนาแน่น
correction,การแก้ไข
representative,ตัวแทน
jump,กระโดด
repair,ซ่อมแซม
kinda,เล็กน้อย
relieve,คลาย
teammate,เพื่อนร่วมทีม
brush,แปรง
corridor,ทางเดิน
russian,ชาวรัสเซีย
enthusiasm,ความกระตือรือร้น
extended,ซึ่งขยายออกไป
root,ราก
alright,ใช้ได้
panic,ตื่นตกใจ
pad,แผ่น
bid,การเสนอราคา
mild,อ่อน
productivity,การผลิต
guess,เดา
tuck,เหน็บ
defeat,ความพ่ายแพ้
railroad,ทางรถไฟ
frozen,แช่แข็ง
minimize,ลดน้อยลง
amid,ท่ามกลาง
inspection,การตรวจสอบ
cab,แท็กซี่
expected,ที่คาดหวัง
nonsense,เรื่องไร้สาระ
leap,เผ่น
draft,ร่าง
rider,ผู้ขี่
theology,เทววิทยา
terrific,ยอดเยี่ยม
accent,สำเนียง
invitation,การเชิญ
reply,ตอบ
israeli,ชาวอิสราเอล
liar,คนโกหก
oversee,ดูแล
awkward,งุ่มง่าม
registration,การลงทะเบียน
suburban,ชานเมือง
handle,รับมือ
momentum,โมเมนตัม
instantly,ทันใดนั้น
clerk,พนักงาน
chin,คาง
hockey,ฮอกกี้
laser,เลเซอร์
proposition,ข้อเสนอ
rob,ปล้น
beam,ลำแสง
ancestor,บรรพบุรุษ
creativity,ความคิดสร้างสรรค์
verse,กลอน
casual,ไม่เป็นทางการ
objection,การคัดค้าน
clever,ฉลาด
given,ที่ให้ไว้
shove,ยัด
revolutionary,การปฏิวัติ
carbohydrate,คาร์โบไฮเดรต
steam,ไอน้ำ
reportedly,ตามรายงาน
glance,ชำเลือง
forehead,หน้าผาก
resume,ประวัติย่อ
slide,เลื่อน
sheep,แกะ
good,ดี
carpet,พรม
cloth,ผ้า
interior,ภายใน
full-time,เต็มเวลา
running,วิ่ง
questionnaire,แบบสอบถาม
compromise,ประนีประนอม
departure,การออกเดินทาง
behalf,ในนาม
graph,กราฟ
diplomatic,เกี่ยวกับการทูต
thief,ขโมย
herb,สมุนไพร
subsidy,เงินช่วยเหลือ
cast,หล่อ
fossil,ฟอสซิล
patrol,การลาดตระเวน
pulse,ชีพจร
mechanic,ช่างเครื่อง
cattle,วัวควาย
screening,การคัดกรอง
continuing,ต่อเนื่อง
electoral,เกี่ยวกับการเลือกตั้ง
supposedly,ตามที่คาดคะเน
dignity,ศักดิ์ศรี
prophet,ผู้เผยพระวจนะ
commentary,คำอธิบาย
sort,เรียงลำดับ
spread,การแพร่กระจาย
serving,การรับใช้
safely,อย่างปลอดภัย
homework,การบ้าน
allegedly,อย่างถูกกล่าวหา
android,Android
alpha,อัลฟ่า
insert,แทรก
mortality,การเสียชีวิต
contend,โต้แย้ง
elephant,ช้าง
solely,เท่านั้น
hurt,เจ็บ
continent,ทวีป
attribute,คุณลักษณะ
ecosystem,ระบบนิเวศ
leave,ออกจาก
nearby,ใกล้เคียง
olive,มะกอก
syndrome,กลุ่มอาการของโรค
minimum,ขั้นต่ำสุด
catch,จับ
abstract,เชิงนามธรรม
accusation,การกล่าวหา
coming,มา
sock,ถุงเท้า
pickup,หยิบ
shuttle,รถรับส่ง
improved,ที่ปรับปรุงแล้ว
calculation,การคำนวณ
innovative,นวัตกรรม
demographic,เกี่ยวกับประชากร
accommodate,รองรับ
jaw,กราม
unfair,ไม่ยุติธรรม
tragic,น่าเศร้า
comprise,ประกอบด้วย
faster,เร็วขึ้น
nutrition,โภชนาการ
mentor,ที่ปรึกษา
stance,ท่าที
rabbit,กระต่าย
pause,หยุดชั่วคราว
dot,จุด
contributor,ผู้สนับสนุน
cooperate,ร่วมมือ
disk,ดิสก์
hesitate,ลังเล
regard,คำนึงถึง
offend,ทำให้ขุ่นเคือง
exploit,ใช้ประโยชน์
compel,บังคับ
likelihood,ความเป็นไปได้
sibling,พี่น้อง
southeast,ตะวันออกเฉียงใต้
gorgeous,งดงาม
undertake,รับใช้
painter,จิตรกร
residential,ที่อยู่อาศัย
counterpart,คู่
believer,ผู้เชื่อ
lamp,โคมไฟ
inmate,ผู้ต้องขัง
thoroughly,ละเอียดถี่ถ้วน
trace,ติดตาม
freak,ประหลาด
filter,กรอง
pillow,หมอน
orbit,วงโคจร
purse,กระเป๋าเงิน
likewise,เช่นเดียวกัน
cease,หยุด
passing,การผ่าน
feed,ให้อาหาร
vanish,หายไป
instructional,เกี่ยวกับคำแนะนำ
clause,ข้อ
mentally,ทางจิตใจ
model,แบบอย่าง
left,ซ้าย
pond,บ่อน้ำ
neutral,เป็นกลาง
shield,โล่
popularity,ความนิยม
cartoon,การ์ตูน
authorize,อนุญาต
combined,รวมกัน
exhibit,จัดแสดง
sink,จม
graphic,กราฟิก
darling,ที่รัก
traditionally,ตามธรรมเนียม
vendor,ผู้ขาย
poorly,ไม่ดี
conceive,ตั้งครรภ์
opt,เลือก
descend,สืบเชื้อสายมา
firmly,แน่นหนา
beloved,เป็นที่รัก
openly,อย่างเปิดเผย
gathering,การชุมนุม
alien,คนต่างด้าว
stem,ลำต้น
fever,ไข้
preach,สั่งสอน
interfere,รบกวน
arrow,ลูกศร
required,ที่จำเป็น
capitalism,ทุนนิยม
kick,เตะ
fork,ส้อม
survey,สำรวจ
meantime,ในขณะเดียวกัน
presumably,อย่างน่าจะเป็นไปได้
position,ตำแหน่ง
racist,เหยียดผิว
stay,อยู่
illusion,ภาพลวงตา
removal,การกำจัด
anxious,กังวล
arab,ชาวอาหรับ
organism,สิ่งมีชีวิต
awake,ตื่น
sculpture,ประติมากรรม
spare,สำรอง
marine,นาวิกโยธิน
harassment,การล่วงละเมิด
drum,กลอง
diminish,ลดน้อยลง
helmet,หมวกนิรภัย
level,ระดับ
certificate,ใบรับรอง
tribal,เกี่ยวกับชนเผ่า
bad,แย่
mmm,อืมมม
sadly,เศร้า
cart,รถเข็น
spy,สอดแนม
sunlight,แสงแดด
delete,ลบ
rookie,มือใหม่
clarify,ชี้แจง
hunger,ความหิวโหย
practitioner,ผู้ปฏิบัติงาน
performer,นักแสดง
protective,ป้องกัน
jar,ไห
programming,การเขียนโปรแกรม
dawn,รุ่งอรุณ
salmon,แซลมอน
census,การสำรวจสำมะโนประชากร
pick,เลือก
accomplishment,ความสำเร็จ
conscience,มโนธรรม
fortunately,โชคดี
minimal,น้อยที่สุด
molecule,โมเลกุล
supportive,ซึ่งสนับสนุน
sole,เพียงผู้เดียว
threshold,เกณฑ์
inventory,รายการสิ่งของ
comply,ปฏิบัติตาม
monetary,เกี่ยวกับการเงิน
transport,ขนส่ง
shy,อาย
drill,เจาะ
influential,มีอิทธิพล
verbal,พูดด้วยวาจา
reward,รางวัล
ranking,การจัดอันดับ
gram,กรัม
grasp,เข้าใจ
puzzle,ปริศนา
envelope,ซองจดหมาย
heat,ความร้อน
classify,แบ่งประเภท
enact,ออกกฎหมาย
unfortunate,โชคร้าย
scatter,กระจาย
cure,รักษา
time,เวลา
dear,ที่รัก
slice,ชิ้น
readily,อย่างพร้อม
damn,สาปแช่ง
discount,การลดราคา
addiction,การติดยาเสพติด
emerging,ที่เกิดขึ้นใหม่
worthy,มีค่า
marker,เครื่องทำเครื่องหมาย
juror,ลูกขุน
mention,กล่าวถึง
blend,ผสมผสาน
businessman,นักธุรกิจ
premium,พรีเมี่ยม
retailer,ผู้ค้าปลีก
charge,ค่าใช้จ่าย
liver,ตับ
pirate,โจรสลัด
protester,ผู้ประท้วง
outlook,มุมมอง
elder,ผู้สูงอายุ
gallon,แกลลอน
additionally,นอกจากนี้
ignorance,ความไม่รู้
chemistry,เคมี
sometime,บางครั้ง
weed,วัชพืช
babe,ที่รัก
fraction,เศษส่วน
cook,ทำอาหาร
conversion,การแปลง
object,วัตถุ
tolerate,ทนต่อ
trail,เส้นทาง
drown,จมน้ำ
merit,บุญ
citizenship,การเป็นพลเมือง
coordinator,ผู้ประสานงาน
validity,ความถูกต้อง
european,เกี่ยวกับยุโรป
lightning,ฟ้าผ่า
turtle,เต่า
ambition,ความทะเยอทะยาน
worldwide,ทั่วโลก
sail,แล่นเรือ
added,ที่เพิ่มเข้ามา
delicate,ละเอียดอ่อน
comic,การ์ตูน
soap,สบู่
hostile,เป็นศัตรู
instruct,สั่งสอน
shortage,การขาดแคลน
useless,ไร้ประโยชน์
booth,บูธ
diary,ไดอารี่
gasp,อ้าปากค้าง
suspicious,สงสัย
transit,ทางผ่าน
excite,ตื่นเต้น
publishing,สำนักพิมพ์
curiosity,ความอยากรู้
grid,กริด
rolling,การกลิ้ง
bow,โค้งคำนับ
cruel,โหดร้าย
disclosure,การเปิดเผย
rival,คู่แข่ง
denial,การปฏิเสธ
secular,ฆราวาส
flood,น้ำท่วม
speculation,การเก็งกำไร
sympathy,ความเห็นอกเห็นใจ
tender,อ่อนโยน
inappropriate,ไม่เหมาะสม
o'clock,นาฬิกา
sodium,โซเดียม
divorce,หย่า
spring,ฤดูใบไม้ผลิ
bang,ปัง
challenging,ที่ท้าทาย
ipad,iPad
sack,กระสอบ
barn,โรงนา
reliability,ความน่าเชื่อถือ
hormone,ฮอร์โมน
footage,ภาพ
carve,แกะสลัก
alley,ซอย
ease,ผ่อนปรน
coastal,เกี่ยวกับชายฝั่ง
cafe,คาเฟ่
partial,บางส่วน
flexible,ยืดหยุ่นได้
experienced,มีประสบการณ์
mixed,ผสมกัน
vampire,แวมไพร์
optimistic,มองโลกในแง่ดี
dessert,ขนม
well-being,ความผาสุก
northeast,ภาคตะวันออกเฉียงเหนือ
specialize,เชี่ยวชาญ
fleet,กองเรือ
availability,ความพร้อม
compliance,การปฏิบัติตาม
pin,เข็มหมุด
pork,เนื้อหมู
astronomer,นักดาราศาสตร์
like,ชอบ
forbid,ห้าม
installation,การติดตั้ง
boil,ต้ม
nest,รัง
exclusively,โดยเฉพาะ
goat,แพะ
shallow,ตื้น
equip,ติดตั้ง
equivalent,เทียบเท่า
betray,ทรยศ
willingness,ความเต็มใจ
banker,นายธนาคาร
interval,ช่วงเวลา
gasoline,น้ำมันเบนซิน
encouraging,ให้กำลังใจ
rain,ฝน
exchange,แลกเปลี่ยน
bucket,ถัง
theft,การขโมย
laundry,ซักรีด
constraint,ข้อ จำกัด
dying,กำลังจะตาย
hatred,ความเกลียดชัง
jewelry,เครื่องประดับ
migration,การโยกย้าย
invention,สิ่งประดิษฐ์
loving,รักใคร่
revenge,แก้แค้น
unprecedented,ไม่เคยมีมาก่อน
outline,ร่าง
sheer,ที่แท้จริง
halloween,ฮัลโลวีน
sweetheart,หวานใจ
spit,น้ำลาย
lazy,ขี้เกียจ
intimate,ใกล้ชิด
defender,ผู้ปกป้อง
technically,อย่างมีเทคนิค
battle,การสู้รบ
cure,รักษา
peanut,ถั่วลิสง
unclear,ไม่ชัดเจน
piss,ปัสสาวะ
workout,ออกกำลังกาย
wilderness,ความเป็นป่า
compelling,น่าสนใจ
eleven,สิบเอ็ด
arm,แขน
backyard,สวนหลังบ้าน
alike,เหมือนกัน
partially,บางส่วน
transport,ขนส่ง
guardian,ผู้ปกครอง
passionate,หลงใหล
scripture,พระคัมภีร์
midst,ท่ามกลาง
ideological,เกี่ยวกับอุดมการณ์
apart,ห่างกัน
thrive,เจริญเติบโต
sensitivity,ความไว
trigger,สิ่งกระตุ้น
emotionally,อย่างมีอารมณ์
ignorant,ไม่รู้
explicitly,อย่างชัดเจน
unfold,แฉ
headache,ปวดศีรษะ
eternal,นิรันดร์
chop,สับ
ego,อาตมา
spectacular,งดงาม
deposit,เงินฝาก
verdict,คำตัดสิน
regard,คำนึงถึง
accountability,ความรับผิดชอบ
nominate,เสนอชื่อ
civic,เกี่ยวกับพลเมือง
uncover,เปิดเผย
critique,คำวิจารณ์
aisle,ทางเดิน
tropical,เขตร้อน
annually,ทุกปี
eighth,แปด
blast,ระเบิด
corrupt,ทำลาย
compassion,ความเมตตากรุณา
scratch,เกา
verify,ตรวจสอบ
offender,ผู้กระทำความผิด
inherit,สืบทอด
strive,พยายาม
downtown,ตัวเมือง
chunk,ก้อน
appreciation,ความกตัญญู
canvas,ผ้าใบ
punch,ต่อย
short-term,ช่วงเวลาสั้น ๆ
proceedings,การดำเนินการตามกฎหมาย
magical,วิเศษ
loyal,ซื่อสัตย์
aah,aah
desperately,หมดกำลังใจ
throne,บัลลังก์
brutal,โหดร้าย
spite,ทั้งสอง
propaganda,การโฆษณาชวนเชื่อ
irony,ประชดประชัน
soda,โซดา
projection,การฉายภาพ
dutch,ชาวดัตช์
parental,ผู้ปกครอง
disabled,พิการ
collector,นักสะสม
re-election,การเลือกตั้งใหม่
disappointment,ความผิดหวัง
comic,การ์ตูน
aid,การช่วยเหลือ
happily,อย่างมีความสุข
steep,สูงชัน
fancy,ไม่ธรรมดา
counter,เคาน์เตอร์
listener,ผู้ฟัง
whip,แส้
public,สาธารณะ
drawer,ลิ้นชัก
heck,แฮก
developmental,เกี่ยวกับการพัฒนา
ideal,ในอุดมคติ
ash,เถ้า
socially,เกี่ยวกับสังคม
courtroom,ห้องพิจารณาคดี
stamp,ประทับ
solo,เดี่ยว
trainer,ผู้ฝึกสอน
induce,ชักชวน
anytime,ตลอดเวลา
morality,คุณธรรม
syrian,เกี่ยวกับซีเรีย
pipeline,ท่อส่ง
bride,เจ้าสาว
instant,ทันที
spark,จุดประกาย
doorway,ทางเข้า
interface,อินเตอร์เฟซ
learner,ผู้เรียน
casino,คาสิโน
placement,การวางตำแหน่ง
cord,สาย
fan,พัดลม
conception,ความคิด
flexibility,ความยืดหยุ่น
thou,เจ้า
tax,ภาษี
elegant,สง่างาม
flaw,ข้อบกพร่อง
locker,ตู้เก็บของ
peel,ปอก
campaign,แคมเปญ
twist,บิด
spell,สะกด
objective,วัตถุประสงค์
plea,ข้ออ้างคำร้องขอ
goddamn,Goddamn
import,นำเข้า
stack,ซ้อนกัน
gosh,เอ้ย
philosophical,เกี่ยวกับปรัชญา
junk,ขยะ
bicycle,จักรยาน
vocal,เสียงร้อง
chew,เคี้ยว
destiny,โชคชะตา
ambitious,ทะเยอทะยาน
unbelievable,เหลือเชื่อ
vice,รอง
halfway,ครึ่งทาง
jealous,อิจฉา
sphere,ทรงกลม
invade,บุก
sponsor,ผู้สนับสนุน
excessive,มากเกินไป
countless,นับไม่ถ้วน
sunset,พระอาทิตย์ตก
interior,ภายใน
accounting,การบัญชี
faithful,ซื่อสัตย์
freely,อย่างอิสระ
extract,สารสกัด
adaptation,การปรับตัว
ray,เรย์
depressed,หดหู่
emperor,จักรพรรดิ
wagon,เกวียน
columnist,คอลัมนิสต์
jungle,ป่า
embarrassed,เขินอาย
trillion,ล้านล้าน
breeze,สายลม
blame,ตำหนิ
foster,อุปถัมภ์
venue,สถานที่จัดงาน
discourage,กีดกัน
disturbing,ซึ่งรบกวน
riot,จลาจล
isolation,การแยกตัว
explicit,ชัดเจน
commodity,สินค้า
attendance,การเข้าร่วม
tab,แท็บ
consequently,เพราะเหตุนี้
dough,แป้งโด
novel,นิยาย
streak,ริ้ว
silk,ผ้าไหม
similarity,ความคล้ายคลึงกัน
steak,สเต็ก
dancing,การเต้นรำ
petition,คำร้อง
viable,ทำงานได้
breathing,การหายใจ
mm,มม.
balloon,บอลลูน
monument,อนุสาวรีย์
try,พยายาม
cue,คิว
sleeve,ปลอกหุ้ม
toll,โทร
reluctant,ไม่เต็มใจ
warrant,รับรอง
stiff,แข็ง
tattoo,สัก
softly,เบา ๆ
sudden,กะทันหัน
graduation,การสำเร็จการศึกษา
japanese,ญี่ปุ่น
deliberately,อย่างจงใจ
consecutive,ติดต่อกัน
upgrade,อัพเกรด
associate,เชื่อมโยง
accurately,อย่างถูกต้อง
strictly,อย่างเคร่งครัด
leak,รั่ว
casualty,ผู้เสียชีวิต
risky,เสี่ยง
banana,กล้วย
blank,ว่างเปล่า
beneficial,เป็นประโยชน์
shrink,หด
chat,แชท
rack,ชั้น
rude,หยาบคาย
usage,การใช้งาน
testament,พินัยกรรม
browser,เบราว์เซอร์
processor,เครื่องประมวลผล
thigh,ต้นขา
perceived,ที่รับรู้
yield,ผลผลิต
talking,การพูด
merchant,พ่อค้า
quantum,ควอนตัม
eyebrow,คิ้ว
surrounding,รอบๆ
vocabulary,คำศัพท์
ashamed,ละอาย
eh,เอ๊ะ
radar,เรดาร์
stunning,น่าทึ่ง
murderer,ฆาตกร
burger,เบอร์เกอร์
collar,ปลอกคอ
align,จัดแนว
textbook,หนังสือเรียน
sensation,ความรู้สึก
afterward,หลังจากนั้น
charm,เสน่ห์
sunny,แดดจัด
hammer,ค้อน
keyboard,คีย์บอร์ด
persist,คงอยู่
wheat,ข้าวสาลี
predator,นักล่า
bizarre,แปลกประหลาด